항목,연령구분5세,시점,값
H40,5_9세,2022년 04월,541
H40,5세미만,2022년 04월,68
J00,10_14세,2022년 04월,29795
J00,5_9세,2022년 04월,48880
J00,5세미만,2022년 04월,102920
J01,10_14세,2022년 04월,16950
J01,5_9세,2022년 04월,46553
J01,5세미만,2022년 04월,97828
J02,10_14세,2022년 04월,34819
J02,5_9세,2022년 04월,51090
J02,5세미만,2022년 04월,78996
J03,10_14세,2022년 04월,22911
J03,5_9세,2022년 04월,31999
J03,5세미만,2022년 04월,42504
J04,10_14세,2022년 04월,14721
J04,5_9세,2022년 04월,18501
J04,5세미만,2022년 04월,17386
J06,10_14세,2022년 04월,33891
J06,5_9세,2022년 04월,48106
J06,5세미만,2022년 04월,83141
K12,10_14세,2022년 04월,2993
K12,5_9세,2022년 04월,4762
K12,5세미만,2022년 04월,3044
H10,10_14세,2022년 05월,33059
H10,5_9세,2022년 05월,55725
H10,5세미만,2022년 05월,30753
H16,10_14세,2022년 05월,6643
H16,5_9세,2022년 05월,6574
H16,5세미만,2022년 05월,2523
H20,10_14세,2022년 05월,283
H20,5_9세,2022년 05월,80
H20,5세미만,2022년 05월,7
H30,10_14세,2022년 05월,21
H30,5_9세,2022년 05월,5
H30,5세미만,2022년 05월,0
H40,10_14세,2022년 05월,793
H40,5_9세,2022년 05월,572
H40,5세미만,2022년 05월,97
J00,10_14세,2022년 05월,18101
J00,5_9세,2022년 05월,45061
J00,5세미만,2022년 05월,110656
J01,10_14세,2022년 05월,18327
J01,5_9세,2022년 05월,61126
J01,5세미만,2022년 05월,138300
J02,10_14세,2022년 05월,26765
J02,5_9세,2022년 05월,51444
J02,5세미만,2022년 05월,85422
J03,10_14세,2022년 05월,22464
J03,5_9세,2022년 05월,37154
J03,5세미만,2022년 05월,51621
J04,10_14세,2022년 05월,12449
J04,5_9세,2022년 05월,19775
J04,5세미만,2022년 05월,21586
J06,10_14세,2022년 05월,24544
J06,5_9세,2022년 05월,46662
J06,5세미만,2022년 05월,90989
K12,10_14세,2022년 05월,3324
K12,5_9세,2022년 05월,4931
K12,5세미만,2022년 05월,3262
H10,10_14세,2022년 06월,23698
H10,5_9세,2022년 06월,36857
H10,5세미만,2022년 06월,24163
H16,10_14세,2022년 06월,5939
H16,5_9세,2022년 06월,5459
H16,5세미만,2022년 06월,2200
H20,10_14세,2022년 06월,271
H20,5_9세,2022년 06월,68
H20,5세미만,2022년 06월,12
H30,10_14세,2022년 06월,17
H30,5_9세,2022년 06월,5
H30,5세미만,2022년 06월,1
H40,10_14세,2022년 06월,667
H40,5_9세,2022년 06월,429
H40,5세미만,2022년 06월,79
J00,10_14세,2022년 06월,14588
J00,5_9세,2022년 06월,40883
J00,5세미만,2022년 06월,96079
J01,10_14세,2022년 06월,14640
J01,5_9세,2022년 06월,56116
J01,5세미만,2022년 06월,117036
J02,10_14세,2022년 06월,24391
J02,5_9세,2022년 06월,51780
J02,5세미만,2022년 06월,85375
J03,10_14세,2022년 06월,23481
J03,5_9세,2022년 06월,40867
J03,5세미만,2022년 06월,56928
J04,10_14세,2022년 06월,10353
J04,5_9세,2022년 06월,19399
J04,5세미만,2022년 06월,24002
J06,10_14세,2022년 06월,21318
J06,5_9세,2022년 06월,44271
J06,5세미만,2022년 06월,82042
K12,10_14세,2022년 06월,3395
K12,5_9세,2022년 06월,5092
K12,5세미만,2022년 06월,3887
H10,10_14세,2022년 07월,26170
H10,5_9세,2022년 07월,46310
H10,5세미만,2022년 07월,29483
H16,10_14세,2022년 07월,6075
H16,5_9세,2022년 07월,5868
H16,5세미만,2022년 07월,2555
H20,10_14세,2022년 07월,293
H20,5_9세,2022년 07월,92
H20,5세미만,2022년 07월,10
H30,10_14세,2022년 07월,24
H30,5_9세,2022년 07월,6
H30,5세미만,2022년 07월,1
H40,10_14세,2022년 07월,720
H40,5_9세,2022년 07월,467
H40,5세미만,2022년 07월,84
J00,10_14세,2022년 07월,24703
J00,5_9세,2022년 07월,52393
J00,5세미만,2022년 07월,102166
J01,10_14세,2022년 07월,20959
J01,5_9세,2022년 07월,64056
J01,5세미만,2022년 07월,110328
J02,10_14세,2022년 07월,38473
J02,5_9세,2022년 07월,65734
J02,5세미만,2022년 07월,90180
J03,10_14세,2022년 07월,34059
J03,5_9세,2022년 07월,50200
J03,5세미만,2022년 07월,57089
J04,10_14세,2022년 07월,15633
J04,5_9세,2022년 07월,22424
J04,5세미만,2022년 07월,21885
J06,10_14세,2022년 07월,34133
J06,5_9세,2022년 07월,55149
J06,5세미만,2022년 07월,84952
K12,10_14세,2022년 07월,3841
K12,5_9세,2022년 07월,5701
K12,5세미만,2022년 07월,5881
H10,10_14세,2022년 08월,32911
H10,5_9세,2022년 08월,57009
H10,5세미만,2022년 08월,32372
H16,10_14세,2022년 08월,6752
H16,5_9세,2022년 08월,6627
H16,5세미만,2022년 08월,2729
H20,10_14세,2022년 08월,257
H20,5_9세,2022년 08월,88
H20,5세미만,2022년 08월,9
H30,10_14세,2022년 08월,28
H30,5_9세,2022년 08월,2
H30,5세미만,2022년 08월,0
H40,10_14세,2022년 08월,913
H40,5_9세,2022년 08월,581
H40,5세미만,2022년 08월,79
J00,10_14세,2022년 08월,23250
J00,5_9세,2022년 08월,42004
J00,5세미만,2022년 08월,87973
J01,10_14세,2022년 08월,15853
J01,5_9세,2022년 08월,42328
J01,5세미만,2022년 08월,74303
J02,10_14세,2022년 08월,30030
J02,5_9세,2022년 08월,49200
J02,5세미만,2022년 08월,81521
J03,10_14세,2022년 08월,23998
J03,5_9세,2022년 08월,36129
J03,5세미만,2022년 08월,51531
J04,10_14세,2022년 08월,13109
J04,5_9세,2022년 08월,16563
J04,5세미만,2022년 08월,16433
J06,10_14세,2022년 08월,28415
J06,5_9세,2022년 08월,41392
J06,5세미만,2022년 08월,71747
K12,10_14세,2022년 08월,4001
K12,5_9세,2022년 08월,6193
K12,5세미만,2022년 08월,8643
H10,10_14세,2022년 09월,33088
H10,5_9세,2022년 09월,50496
H10,5세미만,2022년 09월,27581
H16,10_14세,2022년 09월,5806
H16,5_9세,2022년 09월,5277
H16,5세미만,2022년 09월,2242
H20,10_14세,2022년 09월,277
H20,5_9세,2022년 09월,76
H20,5세미만,2022년 09월,8
H30,10_14세,2022년 09월,23
H30,5_9세,2022년 09월,6
H30,5세미만,2022년 09월,0
H40,10_14세,2022년 09월,590
H40,5_9세,2022년 09월,353
H40,5세미만,2022년 09월,67
J00,10_14세,2022년 09월,23067
J00,5_9세,2022년 09월,49399
J00,5세미만,2022년 09월,95118
J01,10_14세,2022년 09월,21925
J01,5_9세,2022년 09월,63006
J01,5세미만,2022년 09월,93680
J02,10_14세,2022년 09월,32147
J02,5_9세,2022년 09월,59315
J02,5세미만,2022년 09월,88832
J03,10_14세,2022년 09월,26425
J03,5_9세,2022년 09월,44489
J03,5세미만,2022년 09월,58969
J04,10_14세,2022년 09월,15673
J04,5_9세,2022년 09월,23122
J04,5세미만,2022년 09월,22086
J06,10_14세,2022년 09월,30719
J06,5_9세,2022년 09월,51390
J06,5세미만,2022년 09월,79646
K12,10_14세,2022년 09월,3130
K12,5_9세,2022년 09월,5118
K12,5세미만,2022년 09월,6705
H10,10_14세,2022년 10월,20313
H10,5_9세,2022년 10월,32226
H10,5세미만,2022년 10월,22898
H16,10_14세,2022년 10월,5361
H16,5_9세,2022년 10월,4711
H16,5세미만,2022년 10월,1981
H20,10_14세,2022년 10월,291
H20,5_9세,2022년 10월,74
H20,5세미만,2022년 10월,9
H30,10_14세,2022년 10월,17
H30,5_9세,2022년 10월,2
H30,5세미만,2022년 10월,0
H40,10_14세,2022년 10월,538
H40,5_9세,2022년 10월,284
H40,5세미만,2022년 10월,46
J00,10_14세,2022년 10월,31716
J00,5_9세,2022년 10월,65632
J00,5세미만,2022년 10월,108800
J01,10_14세,2022년 10월,36642
J01,5_9세,2022년 10월,91698
J01,5세미만,2022년 10월,117667
J02,10_14세,2022년 10월,48626
J02,5_9세,2022년 10월,75128
J02,5세미만,2022년 10월,89117
J03,10_14세,2022년 10월,44130
J03,5_9세,2022년 10월,59482
J03,5세미만,2022년 10월,60316
J04,10_14세,2022년 10월,23122
J04,5_9세,2022년 10월,31216
J04,5세미만,2022년 10월,26450
J06,10_14세,2022년 10월,46415
J06,5_9세,2022년 10월,69510
J06,5세미만,2022년 10월,90520
K12,10_14세,2022년 10월,3509
K12,5_9세,2022년 10월,4785
K12,5세미만,2022년 10월,4075
H10,10_14세,2022년 11월,17255
H10,5_9세,2022년 11월,26955
H10,5세미만,2022년 11월,23252
H16,10_14세,2022년 11월,5543
H16,5_9세,2022년 11월,4760
H16,5세미만,2022년 11월,2084
H20,10_14세,2022년 11월,303
H20,5_9세,2022년 11월,86
H20,5세미만,2022년 11월,7
H30,10_14세,2022년 11월,23
H30,5_9세,2022년 11월,5
H30,5세미만,2022년 11월,2
H40,10_14세,2022년 11월,545
H40,5_9세,2022년 11월,291
H40,5세미만,2022년 11월,55
J00,10_14세,2022년 11월,36685
J00,5_9세,2022년 11월,65403
J00,5세미만,2022년 11월,110707
J01,10_14세,2022년 11월,39147
J01,5_9세,2022년 11월,96865
J01,5세미만,2022년 11월,131405
J02,10_14세,2022년 11월,55427
J02,5_9세,2022년 11월,78008
J02,5세미만,2022년 11월,90209
J03,10_14세,2022년 11월,49231
J03,5_9세,2022년 11월,62382
J03,5세미만,2022년 11월,61969
J04,10_14세,2022년 11월,25205
J04,5_9세,2022년 11월,31692
J04,5세미만,2022년 11월,30024
J06,10_14세,2022년 11월,53300
J06,5_9세,2022년 11월,70281
J06,5세미만,2022년 11월,91530
K12,10_14세,2022년 11월,3605
K12,5_9세,2022년 11월,4591
K12,5세미만,2022년 11월,3475
H10,10_14세,2022년 12월,15308
H10,5_9세,2022년 12월,25241
H10,5세미만,2022년 12월,25436
H16,10_14세,2022년 12월,5228
H16,5_9세,2022년 12월,4642
H16,5세미만,2022년 12월,2377
H20,10_14세,2022년 12월,261
H20,5_9세,2022년 12월,91
H20,5세미만,2022년 12월,9
H30,10_14세,2022년 12월,20
H30,5_9세,2022년 12월,4
H30,5세미만,2022년 12월,2
H40,10_14세,2022년 12월,526
H40,5_9세,2022년 12월,269
H40,5세미만,2022년 12월,71
J00,10_14세,2022년 12월,43408
J00,5_9세,2022년 12월,73832
J00,5세미만,2022년 12월,109163
J01,10_14세,2022년 12월,39244
J01,5_9세,2022년 12월,106700
J01,5세미만,2022년 12월,142230
J02,10_14세,2022년 12월,63107
J02,5_9세,2022년 12월,89476
J02,5세미만,2022년 12월,93677
J03,10_14세,2022년 12월,55567
J03,5_9세,2022년 12월,70457
J03,5세미만,2022년 12월,63675
J04,10_14세,2022년 12월,29598
J04,5_9세,2022년 12월,35378
J04,5세미만,2022년 12월,32130
J06,10_14세,2022년 12월,61677
J06,5_9세,2022년 12월,79447
J06,5세미만,2022년 12월,91639
K12,10_14세,2022년 12월,3472
K12,5_9세,2022년 12월,4229
K12,5세미만,2022년 12월,2913
H10,10_14세,2023년 01월,15952
H10,5_9세,2023년 01월,27372
H10,5세미만,2023년 01월,28878
H16,10_14세,2023년 01월,5063
H16,5_9세,2023년 01월,4539
H16,5세미만,2023년 01월,2621
H20,10_14세,2023년 01월,245
H20,5_9세,2023년 01월,76
H20,5세미만,2023년 01월,6
H30,10_14세,2023년 01월,28
H30,5_9세,2023년 01월,6
H30,5세미만,2023년 01월,2
H40,10_14세,2023년 01월,647
H40,5_9세,2023년 01월,317
H40,5세미만,2023년 01월,72
J00,10_14세,2023년 01월,22093
J00,5_9세,2023년 01월,48235
J00,5세미만,2023년 01월,92487
J01,10_14세,2023년 01월,28698
J01,5_9세,2023년 01월,76251
J01,5세미만,2023년 01월,119790
J02,10_14세,2023년 01월,31889
J02,5_9세,2023년 01월,54764
J02,5세미만,2023년 01월,76620
J03,10_14세,2023년 01월,28924
J03,5_9세,2023년 01월,42197
J03,5세미만,2023년 01월,51143
J04,10_14세,2023년 01월,16603
J04,5_9세,2023년 01월,21487
J04,5세미만,2023년 01월,21801
J06,10_14세,2023년 01월,32099
J06,5_9세,2023년 01월,49541
J06,5세미만,2023년 01월,73338
K12,10_14세,2023년 01월,3093
K12,5_9세,2023년 01월,4072
K12,5세미만,2023년 01월,2525
H10,10_14세,2023년 02월,19495
H10,5_9세,2023년 02월,32501
H10,5세미만,2023년 02월,37859
H16,10_14세,2023년 02월,5868
H16,5_9세,2023년 02월,5265
H16,5세미만,2023년 02월,3334
H20,10_14세,2023년 02월,248
H20,5_9세,2023년 02월,88
H20,5세미만,2023년 02월,18
H30,10_14세,2023년 02월,21
H30,5_9세,2023년 02월,5
H30,5세미만,2023년 02월,1
H40,10_14세,2023년 02월,786
H40,5_9세,2023년 02월,398
H40,5세미만,2023년 02월,73
J00,10_14세,2023년 02월,15143
J00,5_9세,2023년 02월,50660
J00,5세미만,2023년 02월,100016
J01,10_14세,2023년 02월,23533
J01,5_9세,2023년 02월,87912
J01,5세미만,2023년 02월,143762
J02,10_14세,2023년 02월,23627
J02,5_9세,2023년 02월,56060
J02,5세미만,2023년 02월,77610
J03,10_14세,2023년 02월,22901
J03,5_9세,2023년 02월,44076
J03,5세미만,2023년 02월,52566
J04,10_14세,2023년 02월,12461
J04,5_9세,2023년 02월,22132
J04,5세미만,2023년 02월,22581
J06,10_14세,2023년 02월,22960
J06,5_9세,2023년 02월,52957
J06,5세미만,2023년 02월,81085
K12,10_14세,2023년 02월,3530
K12,5_9세,2023년 02월,4463
K12,5세미만,2023년 02월,2685
H10,10_14세,2023년 03월,20368
H10,5_9세,2023년 03월,40592
H10,5세미만,2023년 03월,58747
H16,10_14세,2023년 03월,5533
H16,5_9세,2023년 03월,5451
H16,5세미만,2023년 03월,4315
H20,10_14세,2023년 03월,260
H20,5_9세,2023년 03월,80
H20,5세미만,2023년 03월,11
H30,10_14세,2023년 03월,20
H30,5_9세,2023년 03월,2
H30,5세미만,2023년 03월,2
H40,10_14세,2023년 03월,576
H40,5_9세,2023년 03월,308
H40,5세미만,2023년 03월,106
J00,10_14세,2023년 03월,34825
J00,5_9세,2023년 03월,66294
J00,5세미만,2023년 03월,118929
J01,10_14세,2023년 03월,44726
J01,5_9세,2023년 03월,114022
J01,5세미만,2023년 03월,180663
J02,10_14세,2023년 03월,57624
J02,5_9세,2023년 03월,78817
J02,5세미만,2023년 03월,93614
J03,10_14세,2023년 03월,55727
J03,5_9세,2023년 03월,65698
J03,5세미만,2023년 03월,68358
J04,10_14세,2023년 03월,27629
J04,5_9세,2023년 03월,30665
J04,5세미만,2023년 03월,27232
J06,10_14세,2023년 03월,55222
J06,5_9세,2023년 03월,71309
J06,5세미만,2023년 03월,97380
K12,10_14세,2023년 03월,3519
K12,5_9세,2023년 03월,4586
K12,5세미만,2023년 03월,3057
H10,10_14세,2023년 04월,45957
H10,5_9세,2023년 04월,90321
H10,5세미만,2023년 04월,78721
H16,10_14세,2023년 04월,6875
H16,5_9세,2023년 04월,7929
H16,5세미만,2023년 04월,4808
H20,10_14세,2023년 04월,241
H20,5_9세,2023년 04월,91
H20,5세미만,2023년 04월,15
H30,10_14세,2023년 04월,10
H30,5_9세,2023년 04월,4
H30,5세미만,2023년 04월,2
H40,10_14세,2023년 04월,768
H40,5_9세,2023년 04월,489
H40,5세미만,2023년 04월,84
J00,10_14세,2023년 04월,43239
J00,5_9세,2023년 04월,75860
J00,5세미만,2023년 04월,110537
J01,10_14세,2023년 04월,61337
J01,5_9세,2023년 04월,141550
J01,5세미만,2023년 04월,183853
J02,10_14세,2023년 04월,67471
J02,5_9세,2023년 04월,90150
J02,5세미만,2023년 04월,94509
J03,10_14세,2023년 04월,64972
J03,5_9세,2023년 04월,79859
J03,5세미만,2023년 04월,77196
J04,10_14세,2023년 04월,35816
J04,5_9세,2023년 04월,39143
J04,5세미만,2023년 04월,28822
J06,10_14세,2023년 04월,68719
J06,5_9세,2023년 04월,84782
J06,5세미만,2023년 04월,94272
K12,10_14세,2023년 04월,3739
K12,5_9세,2023년 04월,5219
K12,5세미만,2023년 04월,6177
H10,10_14세,2023년 05월,27539
H10,5_9세,2023년 05월,56634
H10,5세미만,2023년 05월,55214
H16,10_14세,2023년 05월,6336
H16,5_9세,2023년 05월,6364
H16,5세미만,2023년 05월,3683
H20,10_14세,2023년 05월,271
H20,5_9세,2023년 05월,84
H20,5세미만,2023년 05월,12
H30,10_14세,2023년 05월,13
H30,5_9세,2023년 05월,5
H30,5세미만,2023년 05월,5
H40,10_14세,2023년 05월,680
H40,5_9세,2023년 05월,502
H40,5세미만,2023년 05월,92
J00,10_14세,2023년 05월,38433
J00,5_9세,2023년 05월,63976
J00,5세미만,2023년 05월,104258
J01,10_14세,2023년 05월,52524
J01,5_9세,2023년 05월,112684
J01,5세미만,2023년 05월,143478
J02,10_14세,2023년 05월,59862
J02,5_9세,2023년 05월,82177
J02,5세미만,2023년 05월,98246
J03,10_14세,2023년 05월,60029
J03,5_9세,2023년 05월,77644
J03,5세미만,2023년 05월,82606
J04,10_14세,2023년 05월,30918
J04,5_9세,2023년 05월,33721
J04,5세미만,2023년 05월,25710
J06,10_14세,2023년 05월,60387
J06,5_9세,2023년 05월,72807
J06,5세미만,2023년 05월,89802
K12,10_14세,2023년 05월,3738
K12,5_9세,2023년 05월,8229
K12,5세미만,2023년 05월,17378
H10,10_14세,2023년 06월,28046
H10,5_9세,2023년 06월,51515
H10,5세미만,2023년 06월,42076
H16,10_14세,2023년 06월,6607
H16,5_9세,2023년 06월,6452
H16,5세미만,2023년 06월,3135
H20,10_14세,2023년 06월,266
H20,5_9세,2023년 06월,94
H20,5세미만,2023년 06월,10
H30,10_14세,2023년 06월,17
H30,5_9세,2023년 06월,0
H30,5세미만,2023년 06월,1
H40,10_14세,2023년 06월,686
H40,5_9세,2023년 06월,456
H40,5세미만,2023년 06월,81
J00,10_14세,2023년 06월,29153
J00,5_9세,2023년 06월,53350
J00,5세미만,2023년 06월,92613
J01,10_14세,2023년 06월,38393
J01,5_9세,2023년 06월,78998
J01,5세미만,2023년 06월,102600
J02,10_14세,2023년 06월,47067
J02,5_9세,2023년 06월,74438
J02,5세미만,2023년 06월,90868
J03,10_14세,2023년 06월,47752
J03,5_9세,2023년 06월,72896
J03,5세미만,2023년 06월,75455
J04,10_14세,2023년 06월,23773
J04,5_9세,2023년 06월,27313
J04,5세미만,2023년 06월,21484
J06,10_14세,2023년 06월,45967
J06,5_9세,2023년 06월,60387
J06,5세미만,2023년 06월,78160
K12,10_14세,2023년 06월,3768
K12,5_9세,2023년 06월,8551
K12,5세미만,2023년 06월,15003
H10,10_14세,2023년 07월,32029
H10,5_9세,2023년 07월,68398
H10,5세미만,2023년 07월,54092
H16,10_14세,2023년 07월,6662
H16,5_9세,2023년 07월,7486
H16,5세미만,2023년 07월,4065
H20,10_14세,2023년 07월,231
H20,5_9세,2023년 07월,80
H20,5세미만,2023년 07월,13
H30,10_14세,2023년 07월,20
H30,5_9세,2023년 07월,6
H30,5세미만,2023년 07월,1
H40,10_14세,2023년 07월,741
H40,5_9세,2023년 07월,470
H40,5세미만,2023년 07월,90
J00,10_14세,2023년 07월,31472
J00,5_9세,2023년 07월,70676
J00,5세미만,2023년 07월,104610
J01,10_14세,2023년 07월,39997
J01,5_9세,2023년 07월,100766
J01,5세미만,2023년 07월,114409
J02,10_14세,2023년 07월,52692
J02,5_9세,2023년 07월,113337
J02,5세미만,2023년 07월,116074
J03,10_14세,2023년 07월,54130
J03,5_9세,2023년 07월,119463
J03,5세미만,2023년 07월,104683
J04,10_14세,2023년 07월,25675
J04,5_9세,2023년 07월,39171
J04,5세미만,2023년 07월,29264
J06,10_14세,2023년 07월,50366
J06,5_9세,2023년 07월,85983
J06,5세미만,2023년 07월,93014
K12,10_14세,2023년 07월,4289
K12,5_9세,2023년 07월,11824
K12,5세미만,2023년 07월,18066
