항목,연령구분5세,시점,값
J02,5세미만,2018년 08월,125759
J03,10_14세,2018년 08월,30808
J03,5_9세,2018년 08월,79531
J03,5세미만,2018년 08월,118354
J04,10_14세,2018년 08월,11735
J04,5_9세,2018년 08월,22997
J04,5세미만,2018년 08월,26183
J06,10_14세,2018년 08월,20509
J06,5_9세,2018년 08월,49203
J06,5세미만,2018년 08월,108591
K12,10_14세,2018년 08월,4868
K12,5_9세,2018년 08월,8739
K12,5세미만,2018년 08월,14379
H10,10_14세,2018년 09월,40982
H10,5_9세,2018년 09월,70252
H10,5세미만,2018년 09월,57471
H16,10_14세,2018년 09월,6186
H16,5_9세,2018년 09월,7248
H16,5세미만,2018년 09월,5014
H20,10_14세,2018년 09월,130
H20,5_9세,2018년 09월,55
H20,5세미만,2018년 09월,17
H30,10_14세,2018년 09월,6
H30,5_9세,2018년 09월,5
H30,5세미만,2018년 09월,2
H40,10_14세,2018년 09월,497
H40,5_9세,2018년 09월,356
H40,5세미만,2018년 09월,86
J00,10_14세,2018년 09월,26614
J00,5_9세,2018년 09월,56294
J00,5세미만,2018년 09월,138423
J01,10_14세,2018년 09월,41307
J01,5_9세,2018년 09월,93503
J01,5세미만,2018년 09월,136710
J02,10_14세,2018년 09월,40012
J02,5_9세,2018년 09월,74663
J02,5세미만,2018년 09월,138846
J03,10_14세,2018년 09월,46764
J03,5_9세,2018년 09월,88210
J03,5세미만,2018년 09월,120791
J04,10_14세,2018년 09월,25432
J04,5_9세,2018년 09월,34920
J04,5세미만,2018년 09월,34203
J06,10_14세,2018년 09월,41971
J06,5_9세,2018년 09월,71864
J06,5세미만,2018년 09월,140000
K12,10_14세,2018년 09월,3513
K12,5_9세,2018년 09월,6329
K12,5세미만,2018년 09월,9454
H10,10_14세,2018년 10월,25294
H10,5_9세,2018년 10월,48784
H10,5세미만,2018년 10월,49537
H16,10_14세,2018년 10월,5500
H16,5_9세,2018년 10월,5889
H16,5세미만,2018년 10월,4588
H20,10_14세,2018년 10월,142
H20,5_9세,2018년 10월,53
H20,5세미만,2018년 10월,26
H30,10_14세,2018년 10월,12
H30,5_9세,2018년 10월,7
H30,5세미만,2018년 10월,2
H40,10_14세,2018년 10월,462
H40,5_9세,2018년 10월,254
H40,5세미만,2018년 10월,99
J00,10_14세,2018년 10월,24135
J00,5_9세,2018년 10월,60571
J00,5세미만,2018년 10월,149698
J01,10_14세,2018년 10월,37188
J01,5_9세,2018년 10월,105599
J01,5세미만,2018년 10월,162183
J02,10_14세,2018년 10월,35795
J02,5_9세,2018년 10월,72225
J02,5세미만,2018년 10월,128762
J03,10_14세,2018년 10월,42306
J03,5_9세,2018년 10월,80736
J03,5세미만,2018년 10월,101884
J04,10_14세,2018년 10월,23009
J04,5_9세,2018년 10월,37653
J04,5세미만,2018년 10월,38739
J06,10_14세,2018년 10월,37939
J06,5_9세,2018년 10월,74538
J06,5세미만,2018년 10월,145975
K12,10_14세,2018년 10월,3496
K12,5_9세,2018년 10월,6162
K12,5세미만,2018년 10월,6606
H10,10_14세,2018년 11월,19245
H10,5_9세,2018년 11월,41625
H10,5세미만,2018년 11월,49855
H16,10_14세,2018년 11월,5038
H16,5_9세,2018년 11월,5650
H16,5세미만,2018년 11월,4455
H20,10_14세,2018년 11월,152
H20,5_9세,2018년 11월,64
H20,5세미만,2018년 11월,18
H30,10_14세,2018년 11월,10
H30,5_9세,2018년 11월,6
H30,5세미만,2018년 11월,3
H40,10_14세,2018년 11월,430
H40,5_9세,2018년 11월,264
H40,5세미만,2018년 11월,79
J00,10_14세,2018년 11월,32563
J00,5_9세,2018년 11월,65291
J00,5세미만,2018년 11월,146060
J01,10_14세,2018년 11월,48900
J01,5_9세,2018년 11월,125721
J01,5세미만,2018년 11월,182217
J02,10_14세,2018년 11월,51879
J02,5_9세,2018년 11월,81513
J02,5세미만,2018년 11월,127865
J03,10_14세,2018년 11월,61051
J03,5_9세,2018년 11월,90066
J03,5세미만,2018년 11월,101809
J04,10_14세,2018년 11월,31544
J04,5_9세,2018년 11월,42462
J04,5세미만,2018년 11월,41912
J06,10_14세,2018년 11월,54543
J06,5_9세,2018년 11월,84346
J06,5세미만,2018년 11월,144279
K12,10_14세,2018년 11월,3691
K12,5_9세,2018년 11월,5767
K12,5세미만,2018년 11월,5575
H10,10_14세,2018년 12월,18443
H10,5_9세,2018년 12월,40435
H10,5세미만,2018년 12월,51043
H16,10_14세,2018년 12월,4929
H16,5_9세,2018년 12월,5416
H16,5세미만,2018년 12월,4562
H20,10_14세,2018년 12월,151
H20,5_9세,2018년 12월,55
H20,5세미만,2018년 12월,15
H30,10_14세,2018년 12월,7
H30,5_9세,2018년 12월,3
H30,5세미만,2018년 12월,1
H40,10_14세,2018년 12월,409
H40,5_9세,2018년 12월,281
H40,5세미만,2018년 12월,69
J00,10_14세,2018년 12월,40831
J00,5_9세,2018년 12월,68374
J00,5세미만,2018년 12월,132788
J01,10_14세,2018년 12월,55210
J01,5_9세,2018년 12월,131796
J01,5세미만,2018년 12월,171597
J02,10_14세,2018년 12월,63693
J02,5_9세,2018년 12월,90585
J02,5세미만,2018년 12월,120878
J03,10_14세,2018년 12월,71252
J03,5_9세,2018년 12월,94799
J03,5세미만,2018년 12월,94214
J04,10_14세,2018년 12월,37809
J04,5_9세,2018년 12월,43752
J04,5세미만,2018년 12월,37969
J06,10_14세,2018년 12월,69270
J06,5_9세,2018년 12월,90792
J06,5세미만,2018년 12월,133201
K12,10_14세,2018년 12월,3729
K12,5_9세,2018년 12월,5291
K12,5세미만,2018년 12월,4632
H10,10_14세,2019년 01월,18697
H10,5_9세,2019년 01월,36323
H10,5세미만,2019년 01월,44998
H16,10_14세,2019년 01월,4849
H16,5_9세,2019년 01월,4953
H16,5세미만,2019년 01월,3964
H20,10_14세,2019년 01월,130
H20,5_9세,2019년 01월,58
H20,5세미만,2019년 01월,19
H30,10_14세,2019년 01월,14
H30,5_9세,2019년 01월,4
H30,5세미만,2019년 01월,1
H40,10_14세,2019년 01월,587
H40,5_9세,2019년 01월,308
H40,5세미만,2019년 01월,58
J00,10_14세,2019년 01월,15283
J00,5_9세,2019년 01월,41209
J00,5세미만,2019년 01월,113538
J01,10_14세,2019년 01월,29509
J01,5_9세,2019년 01월,85022
J01,5세미만,2019년 01월,131624
J02,10_14세,2019년 01월,23279
J02,5_9세,2019년 01월,50415
J02,5세미만,2019년 01월,95424
J03,10_14세,2019년 01월,27303
J03,5_9세,2019년 01월,52090
J03,5세미만,2019년 01월,69540
J04,10_14세,2019년 01월,15699
J04,5_9세,2019년 01월,26003
J04,5세미만,2019년 01월,27521
J06,10_14세,2019년 01월,25392
J06,5_9세,2019년 01월,52229
J06,5세미만,2019년 01월,108676
K12,10_14세,2019년 01월,4013
K12,5_9세,2019년 01월,6048
K12,5세미만,2019년 01월,4365
H10,10_14세,2019년 02월,17698
H10,5_9세,2019년 02월,33082
H10,5세미만,2019년 02월,38823
H16,10_14세,2019년 02월,4612
H16,5_9세,2019년 02월,4416
H16,5세미만,2019년 02월,3382
H20,10_14세,2019년 02월,110
H20,5_9세,2019년 02월,52
H20,5세미만,2019년 02월,14
H30,10_14세,2019년 02월,9
H30,5_9세,2019년 02월,2
H30,5세미만,2019년 02월,2
H40,10_14세,2019년 02월,587
H40,5_9세,2019년 02월,311
H40,5세미만,2019년 02월,54
J00,10_14세,2019년 02월,11140
J00,5_9세,2019년 02월,37901
J00,5세미만,2019년 02월,110050
J01,10_14세,2019년 02월,22552
J01,5_9세,2019년 02월,81869
J01,5세미만,2019년 02월,132855
J02,10_14세,2019년 02월,17247
J02,5_9세,2019년 02월,43512
J02,5세미만,2019년 02월,87585
J03,10_14세,2019년 02월,20953
J03,5_9세,2019년 02월,45038
J03,5세미만,2019년 02월,62596
J04,10_14세,2019년 02월,11506
J04,5_9세,2019년 02월,22889
J04,5세미만,2019년 02월,25139
J06,10_14세,2019년 02월,18679
J06,5_9세,2019년 02월,47432
J06,5세미만,2019년 02월,105460
K12,10_14세,2019년 02월,3886
K12,5_9세,2019년 02월,5398
K12,5세미만,2019년 02월,3883
H10,10_14세,2019년 03월,19464
H10,5_9세,2019년 03월,35990
H10,5세미만,2019년 03월,45565
H16,10_14세,2019년 03월,4894
H16,5_9세,2019년 03월,4994
H16,5세미만,2019년 03월,3738
H20,10_14세,2019년 03월,125
H20,5_9세,2019년 03월,51
H20,5세미만,2019년 03월,16
H30,10_14세,2019년 03월,8
H30,5_9세,2019년 03월,5
H30,5세미만,2019년 03월,2
H40,10_14세,2019년 03월,437
H40,5_9세,2019년 03월,276
H40,5세미만,2019년 03월,53
J00,10_14세,2019년 03월,27956
J00,5_9세,2019년 03월,55883
J00,5세미만,2019년 03월,142911
J01,10_14세,2019년 03월,42146
J01,5_9세,2019년 03월,106505
J01,5세미만,2019년 03월,169831
J02,10_14세,2019년 03월,46438
J02,5_9세,2019년 03월,69675
J02,5세미만,2019년 03월,113207
J03,10_14세,2019년 03월,52842
J03,5_9세,2019년 03월,68606
J03,5세미만,2019년 03월,80520
J04,10_14세,2019년 03월,27479
J04,5_9세,2019년 03월,34686
J04,5세미만,2019년 03월,33761
J06,10_14세,2019년 03월,48635
J06,5_9세,2019년 03월,71577
J06,5세미만,2019년 03월,135989
K12,10_14세,2019년 03월,3458
K12,5_9세,2019년 03월,5757
K12,5세미만,2019년 03월,4570
H10,10_14세,2019년 04월,32757
H10,5_9세,2019년 04월,57892
H10,5세미만,2019년 04월,61265
H16,10_14세,2019년 04월,5791
H16,5_9세,2019년 04월,6408
H16,5세미만,2019년 04월,4859
H20,10_14세,2019년 04월,149
H20,5_9세,2019년 04월,70
H20,5세미만,2019년 04월,14
H30,10_14세,2019년 04월,10
H30,5_9세,2019년 04월,2
H30,5세미만,2019년 04월,0
H40,10_14세,2019년 04월,546
H40,5_9세,2019년 04월,313
H40,5세미만,2019년 04월,75
J00,10_14세,2019년 04월,33379
J00,5_9세,2019년 04월,59384
J00,5세미만,2019년 04월,140390
J01,10_14세,2019년 04월,49502
J01,5_9세,2019년 04월,109882
J01,5세미만,2019년 04월,181605
J02,10_14세,2019년 04월,54498
J02,5_9세,2019년 04월,77706
J02,5세미만,2019년 04월,119618
J03,10_14세,2019년 04월,59490
J03,5_9세,2019년 04월,77197
J03,5세미만,2019년 04월,90192
J04,10_14세,2019년 04월,33523
J04,5_9세,2019년 04월,39062
J04,5세미만,2019년 04월,37604
J06,10_14세,2019년 04월,59466
J06,5_9세,2019년 04월,77106
J06,5세미만,2019년 04월,135153
K12,10_14세,2019년 04월,3418
K12,5_9세,2019년 04월,5570
K12,5세미만,2019년 04월,5020
H10,10_14세,2019년 05월,38758
H10,5_9세,2019년 05월,72543
H10,5세미만,2019년 05월,67155
H16,10_14세,2019년 05월,6613
H16,5_9세,2019년 05월,7394
H16,5세미만,2019년 05월,5165
H20,10_14세,2019년 05월,169
H20,5_9세,2019년 05월,79
H20,5세미만,2019년 05월,19
H30,10_14세,2019년 05월,12
H30,5_9세,2019년 05월,5
H30,5세미만,2019년 05월,1
H40,10_14세,2019년 05월,626
H40,5_9세,2019년 05월,421
H40,5세미만,2019년 05월,93
J00,10_14세,2019년 05월,22260
J00,5_9세,2019년 05월,47419
J00,5세미만,2019년 05월,132476
J01,10_14세,2019년 05월,37624
J01,5_9세,2019년 05월,89929
J01,5세미만,2019년 05월,161929
J02,10_14세,2019년 05월,35779
J02,5_9세,2019년 05월,59307
J02,5세미만,2019년 05월,121312
J03,10_14세,2019년 05월,40674
J03,5_9세,2019년 05월,62619
J03,5세미만,2019년 05월,98124
J04,10_14세,2019년 05월,24621
J04,5_9세,2019년 05월,33186
J04,5세미만,2019년 05월,38614
J06,10_14세,2019년 05월,38989
J06,5_9세,2019년 05월,60891
J06,5세미만,2019년 05월,128405
K12,10_14세,2019년 05월,3489
K12,5_9세,2019년 05월,6404
K12,5세미만,2019년 05월,7595
H10,10_14세,2019년 06월,25698
H10,5_9세,2019년 06월,46833
H10,5세미만,2019년 06월,52926
H16,10_14세,2019년 06월,5525
H16,5_9세,2019년 06월,5810
H16,5세미만,2019년 06월,4479
H20,10_14세,2019년 06월,168
H20,5_9세,2019년 06월,69
H20,5세미만,2019년 06월,20
H30,10_14세,2019년 06월,6
H30,5_9세,2019년 06월,4
H30,5세미만,2019년 06월,3
H40,10_14세,2019년 06월,568
H40,5_9세,2019년 06월,378
H40,5세미만,2019년 06월,91
J00,10_14세,2019년 06월,15204
J00,5_9세,2019년 06월,36773
J00,5세미만,2019년 06월,117636
J01,10_14세,2019년 06월,24086
J01,5_9세,2019년 06월,61494
J01,5세미만,2019년 06월,124348
J02,10_14세,2019년 06월,26682
J02,5_9세,2019년 06월,50389
J02,5세미만,2019년 06월,116024
J03,10_14세,2019년 06월,31916
J03,5_9세,2019년 06월,57474
J03,5세미만,2019년 06월,96846
J04,10_14세,2019년 06월,16046
J04,5_9세,2019년 06월,23718
J04,5세미만,2019년 06월,32324
J06,10_14세,2019년 06월,27001
J06,5_9세,2019년 06월,46731
J06,5세미만,2019년 06월,113237
K12,10_14세,2019년 06월,3686
K12,5_9세,2019년 06월,7867
K12,5세미만,2019년 06월,14645
H10,10_14세,2019년 07월,28550
H10,5_9세,2019년 07월,58409
H10,5세미만,2019년 07월,58025
H16,10_14세,2019년 07월,5876
H16,5_9세,2019년 07월,6400
H16,5세미만,2019년 07월,4661
H20,10_14세,2019년 07월,153
H20,5_9세,2019년 07월,68
H20,5세미만,2019년 07월,13
H30,10_14세,2019년 07월,9
H30,5_9세,2019년 07월,5
H30,5세미만,2019년 07월,4
H40,10_14세,2019년 07월,574
H40,5_9세,2019년 07월,354
H40,5세미만,2019년 07월,76
J00,10_14세,2019년 07월,15047
J00,5_9세,2019년 07월,43204
J00,5세미만,2019년 07월,127890
J01,10_14세,2019년 07월,21288
J01,5_9세,2019년 07월,60119
J01,5세미만,2019년 07월,110967
J02,10_14세,2019년 07월,26113
J02,5_9세,2019년 07월,65365
J02,5세미만,2019년 07월,137261
J03,10_14세,2019년 07월,32114
J03,5_9세,2019년 07월,76255
J03,5세미만,2019년 07월,116606
J04,10_14세,2019년 07월,14778
J04,5_9세,2019년 07월,25750
J04,5세미만,2019년 07월,32709
J06,10_14세,2019년 07월,25740
J06,5_9세,2019년 07월,55280
J06,5세미만,2019년 07월,122238
K12,10_14세,2019년 07월,4315
K12,5_9세,2019년 07월,11974
K12,5세미만,2019년 07월,25162
H10,10_14세,2019년 08월,42021
H10,5_9세,2019년 08월,78238
H10,5세미만,2019년 08월,59457
H16,10_14세,2019년 08월,7156
H16,5_9세,2019년 08월,7915
H16,5세미만,2019년 08월,4864
H20,10_14세,2019년 08월,130
H20,5_9세,2019년 08월,66
H20,5세미만,2019년 08월,12
H30,10_14세,2019년 08월,10
H30,5_9세,2019년 08월,5
H30,5세미만,2019년 08월,2
H40,10_14세,2019년 08월,749
H40,5_9세,2019년 08월,421
H40,5세미만,2019년 08월,85
J00,10_14세,2019년 08월,12399
J00,5_9세,2019년 08월,37843
J00,5세미만,2019년 08월,109889
J01,10_14세,2019년 08월,18023
J01,5_9세,2019년 08월,54581
J01,5세미만,2019년 08월,94490
J02,10_14세,2019년 08월,20981
J02,5_9세,2019년 08월,57628
J02,5세미만,2019년 08월,120548
J03,10_14세,2019년 08월,27012
J03,5_9세,2019년 08월,70072
J03,5세미만,2019년 08월,106031
J04,10_14세,2019년 08월,12817
J04,5_9세,2019년 08월,23885
J04,5세미만,2019년 08월,29397
J06,10_14세,2019년 08월,21128
J06,5_9세,2019년 08월,48962
J06,5세미만,2019년 08월,106567
K12,10_14세,2019년 08월,5011
K12,5_9세,2019년 08월,9695
K12,5세미만,2019년 08월,15800
H10,10_14세,2019년 09월,39553
H10,5_9세,2019년 09월,62546
H10,5세미만,2019년 09월,48722
H16,10_14세,2019년 09월,5879
H16,5_9세,2019년 09월,5919
H16,5세미만,2019년 09월,3980
H20,10_14세,2019년 09월,137
H20,5_9세,2019년 09월,52
H20,5세미만,2019년 09월,15
H30,10_14세,2019년 09월,7
H30,5_9세,2019년 09월,5
H30,5세미만,2019년 09월,0
H40,10_14세,2019년 09월,439
H40,5_9세,2019년 09월,287
H40,5세미만,2019년 09월,79
J00,10_14세,2019년 09월,24988
J00,5_9세,2019년 09월,52381
J00,5세미만,2019년 09월,129037
J01,10_14세,2019년 09월,38389
J01,5_9세,2019년 09월,84274
J01,5세미만,2019년 09월,127471
J02,10_14세,2019년 09월,39571
J02,5_9세,2019년 09월,70544
J02,5세미만,2019년 09월,124752
J03,10_14세,2019년 09월,45338
J03,5_9세,2019년 09월,79056
J03,5세미만,2019년 09월,107848
J04,10_14세,2019년 09월,25963
J04,5_9세,2019년 09월,34456
J04,5세미만,2019년 09월,33275
J06,10_14세,2019년 09월,42423
J06,5_9세,2019년 09월,67722
J06,5세미만,2019년 09월,124255
K12,10_14세,2019년 09월,3562
K12,5_9세,2019년 09월,6736
K12,5세미만,2019년 09월,10643
H10,10_14세,2019년 10월,23288
H10,5_9세,2019년 10월,42118
H10,5세미만,2019년 10월,42947
H16,10_14세,2019년 10월,5276
H16,5_9세,2019년 10월,5146
H16,5세미만,2019년 10월,3674
H20,10_14세,2019년 10월,142
H20,5_9세,2019년 10월,61
H20,5세미만,2019년 10월,15
H30,10_14세,2019년 10월,10
H30,5_9세,2019년 10월,5
H30,5세미만,2019년 10월,0
H40,10_14세,2019년 10월,476
H40,5_9세,2019년 10월,281
H40,5세미만,2019년 10월,80
J00,10_14세,2019년 10월,25924
J00,5_9세,2019년 10월,59265
J00,5세미만,2019년 10월,141025
J01,10_14세,2019년 10월,39308
J01,5_9세,2019년 10월,102259
J01,5세미만,2019년 10월,153521
J02,10_14세,2019년 10월,38924
J02,5_9세,2019년 10월,70550
J02,5세미만,2019년 10월,118538
J03,10_14세,2019년 10월,43145
J03,5_9세,2019년 10월,73975
J03,5세미만,2019년 10월,95513
J04,10_14세,2019년 10월,26157
J04,5_9세,2019년 10월,38741
J04,5세미만,2019년 10월,36449
J06,10_14세,2019년 10월,43060
J06,5_9세,2019년 10월,73213
J06,5세미만,2019년 10월,131354
K12,10_14세,2019년 10월,3608
K12,5_9세,2019년 10월,6289
K12,5세미만,2019년 10월,7981
H10,10_14세,2019년 11월,18363
H10,5_9세,2019년 11월,33700
H10,5세미만,2019년 11월,40348
H16,10_14세,2019년 11월,4830
H16,5_9세,2019년 11월,4755
H16,5세미만,2019년 11월,3583
H20,10_14세,2019년 11월,145
H20,5_9세,2019년 11월,57
H20,5세미만,2019년 11월,26
H30,10_14세,2019년 11월,9
H30,5_9세,2019년 11월,4
H30,5세미만,2019년 11월,1
H40,10_14세,2019년 11월,414
H40,5_9세,2019년 11월,288
H40,5세미만,2019년 11월,67
J00,10_14세,2019년 11월,27357
J00,5_9세,2019년 11월,56932
J00,5세미만,2019년 11월,131370
J01,10_14세,2019년 11월,41984
J01,5_9세,2019년 11월,109472
J01,5세미만,2019년 11월,161232
J02,10_14세,2019년 11월,41810
J02,5_9세,2019년 11월,68889
J02,5세미만,2019년 11월,108603
J03,10_14세,2019년 11월,46525
J03,5_9세,2019년 11월,70759
J03,5세미만,2019년 11월,85269
J04,10_14세,2019년 11월,27274
J04,5_9세,2019년 11월,38930
J04,5세미만,2019년 11월,36121
J06,10_14세,2019년 11월,46859
J06,5_9세,2019년 11월,73025
J06,5세미만,2019년 11월,122929
K12,10_14세,2019년 11월,3560
K12,5_9세,2019년 11월,5354
K12,5세미만,2019년 11월,5860
H10,10_14세,2019년 12월,16237
H10,5_9세,2019년 12월,31008
H10,5세미만,2019년 12월,39811
H16,10_14세,2019년 12월,4580
H16,5_9세,2019년 12월,4399
H16,5세미만,2019년 12월,3495
H20,10_14세,2019년 12월,144
H20,5_9세,2019년 12월,52
H20,5세미만,2019년 12월,23
H30,10_14세,2019년 12월,7
H30,5_9세,2019년 12월,3
H30,5세미만,2019년 12월,3
H40,10_14세,2019년 12월,402
H40,5_9세,2019년 12월,263
H40,5세미만,2019년 12월,70
J00,10_14세,2019년 12월,32282
J00,5_9세,2019년 12월,62524
J00,5세미만,2019년 12월,125004
J01,10_14세,2019년 12월,45710
J01,5_9세,2019년 12월,116841
J01,5세미만,2019년 12월,159120
J02,10_14세,2019년 12월,50280
J02,5_9세,2019년 12월,78954
J02,5세미만,2019년 12월,108508
J03,10_14세,2019년 12월,55424
J03,5_9세,2019년 12월,80392
J03,5세미만,2019년 12월,84897
J04,10_14세,2019년 12월,31237
J04,5_9세,2019년 12월,41022
J04,5세미만,2019년 12월,35397
J06,10_14세,2019년 12월,55837
J06,5_9세,2019년 12월,81215
J06,5세미만,2019년 12월,120346
K12,10_14세,2019년 12월,3494
K12,5_9세,2019년 12월,5306
K12,5세미만,2019년 12월,4458
H10,10_14세,2020년 01월,16850
H10,5_9세,2020년 01월,31141
H10,5세미만,2020년 01월,34255
H16,10_14세,2020년 01월,4554
H16,5_9세,2020년 01월,4413
H16,5세미만,2020년 01월,3036
H20,10_14세,2020년 01월,124
H20,5_9세,2020년 01월,49
H20,5세미만,2020년 01월,12
H30,10_14세,2020년 01월,11
H30,5_9세,2020년 01월,2
H30,5세미만,2020년 01월,3
H40,10_14세,2020년 01월,556
H40,5_9세,2020년 01월,287
H40,5세미만,2020년 01월,74
J00,10_14세,2020년 01월,20649
J00,5_9세,2020년 01월,46251
J00,5세미만,2020년 01월,105260
J01,10_14세,2020년 01월,32793
J01,5_9세,2020년 01월,87644
J01,5세미만,2020년 01월,124540
J02,10_14세,2020년 01월,29763
J02,5_9세,2020년 01월,57364
J02,5세미만,2020년 01월,94685
J03,10_14세,2020년 01월,32294
J03,5_9세,2020년 01월,54977
J03,5세미만,2020년 01월,70218
J04,10_14세,2020년 01월,19787
J04,5_9세,2020년 01월,28871
J04,5세미만,2020년 01월,27306
J06,10_14세,2020년 01월,34401
J06,5_9세,2020년 01월,59399
J06,5세미만,2020년 01월,101511
K12,10_14세,2020년 01월,3698
K12,5_9세,2020년 01월,5346
K12,5세미만,2020년 01월,3717
H10,10_14세,2020년 02월,14101
H10,5_9세,2020년 02월,24520
H10,5세미만,2020년 02월,26540
H16,10_14세,2020년 02월,4015
H16,5_9세,2020년 02월,3642
H16,5세미만,2020년 02월,2244
H20,10_14세,2020년 02월,103
H20,5_9세,2020년 02월,50
H20,5세미만,2020년 02월,10
H30,10_14세,2020년 02월,7
H30,5_9세,2020년 02월,5
H30,5세미만,2020년 02월,1
H40,10_14세,2020년 02월,452
H40,5_9세,2020년 02월,226
H40,5세미만,2020년 02월,64
J00,10_14세,2020년 02월,10374
J00,5_9세,2020년 02월,29289
J00,5세미만,2020년 02월,70747
J01,10_14세,2020년 02월,17444
J01,5_9세,2020년 02월,60459
J01,5세미만,2020년 02월,94507
J02,10_14세,2020년 02월,15359
J02,5_9세,2020년 02월,35117
J02,5세미만,2020년 02월,62552
J03,10_14세,2020년 02월,18165
J03,5_9세,2020년 02월,37400
J03,5세미만,2020년 02월,49476
J04,10_14세,2020년 02월,10160
J04,5_9세,2020년 02월,17856
J04,5세미만,2020년 02월,17709
J06,10_14세,2020년 02월,17328
J06,5_9세,2020년 02월,36782
J06,5세미만,2020년 02월,67157
K12,10_14세,2020년 02월,3154
K12,5_9세,2020년 02월,4637
K12,5세미만,2020년 02월,2926
H10,10_14세,2020년 03월,13550
H10,5_9세,2020년 03월,24507
H10,5세미만,2020년 03월,22774
H16,10_14세,2020년 03월,3560
H16,5_9세,2020년 03월,3358
H16,5세미만,2020년 03월,2008
H20,10_14세,2020년 03월,88
H20,5_9세,2020년 03월,49
H20,5세미만,2020년 03월,5
H30,10_14세,2020년 03월,8
H30,5_9세,2020년 03월,4
H30,5세미만,2020년 03월,0
H40,10_14세,2020년 03월,347
H40,5_9세,2020년 03월,178
H40,5세미만,2020년 03월,46
J00,10_14세,2020년 03월,5464
J00,5_9세,2020년 03월,15259
J00,5세미만,2020년 03월,35444
J01,10_14세,2020년 03월,10665
J01,5_9세,2020년 03월,31979
J01,5세미만,2020년 03월,39807
J02,10_14세,2020년 03월,7798
J02,5_9세,2020년 03월,17379
J02,5세미만,2020년 03월,31356
J03,10_14세,2020년 03월,10017
J03,5_9세,2020년 03월,20640
J03,5세미만,2020년 03월,27276
J04,10_14세,2020년 03월,5729
J04,5_9세,2020년 03월,9628
J04,5세미만,2020년 03월,7941
J06,10_14세,2020년 03월,8740
J06,5_9세,2020년 03월,18500
J06,5세미만,2020년 03월,31444
K12,10_14세,2020년 03월,2753
K12,5_9세,2020년 03월,4396
K12,5세미만,2020년 03월,3061
H10,10_14세,2020년 04월,17925
H10,5_9세,2020년 04월,36890
H10,5세미만,2020년 04월,26898
H16,10_14세,2020년 04월,3933
H16,5_9세,2020년 04월,4307
H16,5세미만,2020년 04월,2290
H20,10_14세,2020년 04월,80
H20,5_9세,2020년 04월,58
H20,5세미만,2020년 04월,7
H30,10_14세,2020년 04월,7
H30,5_9세,2020년 04월,3
H30,5세미만,2020년 04월,2
H40,10_14세,2020년 04월,335
H40,5_9세,2020년 04월,232
H40,5세미만,2020년 04월,61
J00,10_14세,2020년 04월,4912
J00,5_9세,2020년 04월,14610
J00,5세미만,2020년 04월,39010
J01,10_14세,2020년 04월,9582
J01,5_9세,2020년 04월,27838
J01,5세미만,2020년 04월,36992
J02,10_14세,2020년 04월,7424
J02,5_9세,2020년 04월,17030
J02,5세미만,2020년 04월,35598
J03,10_14세,2020년 04월,9289
J03,5_9세,2020년 04월,19105
J03,5세미만,2020년 04월,28845
J04,10_14세,2020년 04월,5311
J04,5_9세,2020년 04월,9348
J04,5세미만,2020년 04월,7815
J06,10_14세,2020년 04월,7795
J06,5_9세,2020년 04월,16995
J06,5세미만,2020년 04월,33640
K12,10_14세,2020년 04월,2874
K12,5_9세,2020년 04월,5451
K12,5세미만,2020년 04월,4032
H10,10_14세,2020년 05월,27763
H10,5_9세,2020년 05월,55061
H10,5세미만,2020년 05월,34676
H16,10_14세,2020년 05월,5093
H16,5_9세,2020년 05월,5747
H16,5세미만,2020년 05월,2810
H20,10_14세,2020년 05월,112
H20,5_9세,2020년 05월,52
H20,5세미만,2020년 05월,5
H30,10_14세,2020년 05월,11
H30,5_9세,2020년 05월,2
H30,5세미만,2020년 05월,0
H40,10_14세,2020년 05월,423
H40,5_9세,2020년 05월,336
H40,5세미만,2020년 05월,72
J00,10_14세,2020년 05월,7224
J00,5_9세,2020년 05월,26697
J00,5세미만,2020년 05월,80915
J01,10_14세,2020년 05월,12406
J01,5_9세,2020년 05월,43726
J01,5세미만,2020년 05월,83187
J02,10_14세,2020년 05월,10536
J02,5_9세,2020년 05월,30213
J02,5세미만,2020년 05월,69408
J03,10_14세,2020년 05월,12753
J03,5_9세,2020년 05월,29947
J03,5세미만,2020년 05월,50863
J04,10_14세,2020년 05월,7259
J04,5_9세,2020년 05월,14520
J04,5세미만,2020년 05월,15912
J06,10_14세,2020년 05월,10788
J06,5_9세,2020년 05월,29364
J06,5세미만,2020년 05월,70664
K12,10_14세,2020년 05월,3587
K12,5_9세,2020년 05월,6443
K12,5세미만,2020년 05월,4888
H10,10_14세,2020년 06월,23700
H10,5_9세,2020년 06월,43621
H10,5세미만,2020년 06월,32119
H16,10_14세,2020년 06월,5084
H16,5_9세,2020년 06월,5285
H16,5세미만,2020년 06월,2942
H20,10_14세,2020년 06월,114
H20,5_9세,2020년 06월,49
H20,5세미만,2020년 06월,15
H30,10_14세,2020년 06월,6
H30,5_9세,2020년 06월,2
H30,5세미만,2020년 06월,0
H40,10_14세,2020년 06월,456
H40,5_9세,2020년 06월,298
H40,5세미만,2020년 06월,64
J00,10_14세,2020년 06월,11245
J00,5_9세,2020년 06월,30927
J00,5세미만,2020년 06월,85449
