"시점","행정구역별(읍면동)","연령별",총인구(명),총인구_남자(명),총인구_여자(명)
"2022","세종특별자치시","합계",382589,192165,190424
"2022","세종특별자치시","15~19세",21845,10937,10908
"2022","세종특별자치시","20~24세",21524,11496,10028
"2022","세종특별자치시","25~29세",21977,11599,10378
"2022","세종특별자치시","30~34세",27717,13719,13998
"2022","세종특별자치시","35~39세",33398,16464,16934
"2022","세종특별자치시","40~44세",40300,19902,20398
"2022","세종특별자치시","45~49세",34218,17420,16798
"2022","세종특별자치시","50~54세",29285,15506,13779
"2022","세종특별자치시","55~59세",21304,10963,10341
"2022","세종특별자치시","60~64세",20345,10087,10258
"2022","세종특별자치시","15세미만",72186,36735,35451
"2022","세종특별자치시","65세이상",38490,17337,21153
"2022","경기도","합계",13717827,6938563,6779264
"2022","경기도","15~19세",625253,319929,305324
"2022","경기도","20~24세",776298,409774,366524
"2022","경기도","25~29세",978558,530901,447657
"2022","경기도","30~34세",979421,526297,453124
"2022","경기도","35~39세",1002528,526009,476519
"2022","경기도","40~44세",1169885,603808,566077
"2022","경기도","45~49세",1133292,577092,556200
"2022","경기도","50~54세",1239256,624071,615185
"2022","경기도","55~59세",1077464,543707,533757
"2022","경기도","60~64세",1030808,515715,515093
"2022","경기도","15세미만",1713967,877303,836664
"2022","경기도","65세이상",1991097,883957,1107140
"2022","강원특별자치도","합계",1528037,770518,757519
"2022","강원특별자치도","15~19세",67850,35912,31938
"2022","강원특별자치도","20~24세",91657,51836,39821
"2022","강원특별자치도","25~29세",89638,51288,38350
"2022","강원특별자치도","30~34세",81227,44130,37097
"2022","강원특별자치도","35~39세",82413,43163,39250
"2022","강원특별자치도","40~44세",102610,52063,50547
"2022","강원특별자치도","45~49세",110161,56316,53845
"2022","강원특별자치도","50~54세",130218,67343,62875
"2022","강원특별자치도","55~59세",126085,64070,62015
"2022","강원특별자치도","60~64세",146001,72525,73476
"2022","강원특별자치도","15세미만",159135,81697,77438
"2022","강원특별자치도","65세이상",341042,150175,190867
"2022","충청북도","합계",1624993,830923,794070
"2022","충청북도","15~19세",73194,38189,35005
"2022","충청북도","20~24세",97068,53724,43344
"2022","충청북도","25~29세",109537,63281,46256
"2022","충청북도","30~34세",100144,56755,43389
"2022","충청북도","35~39세",101738,54715,47023
"2022","충청북도","40~44세",117988,61825,56163
"2022","충청북도","45~49세",121191,62471,58720
"2022","충청북도","50~54세",138406,70932,67474
"2022","충청북도","55~59세",130260,66920,63340
"2022","충청북도","60~64세",140699,71233,69466
"2022","충청북도","15세미만",183445,94103,89342
"2022","충청북도","65세이상",311323,136775,174548
"2022","충청남도","합계",2193214,1128115,1065099
"2022","충청남도","15~19세",105486,54917,50569
"2022","충청남도","20~24세",132325,70998,61327
"2022","충청남도","25~29세",133729,77078,56651
"2022","충청남도","30~34세",134873,76109,58764
"2022","충청남도","35~39세",144867,78879,65988
"2022","충청남도","40~44세",169822,91478,78344
"2022","충청남도","45~49세",165907,88061,77846
"2022","충청남도","50~54세",180477,95922,84555
"2022","충청남도","55~59세",163134,85385,77749
"2022","충청남도","60~64세",175472,89069,86403
"2022","충청남도","15세미만",258220,132655,125565
"2022","충청남도","65세이상",428902,187564,241338
"2022","전라북도","합계",1774248,885708,888540
"2022","전라북도","15~19세",86048,45376,40672
"2022","전라북도","20~24세",111284,61905,49379
"2022","전라북도","25~29세",105436,58230,47206
"2022","전라북도","30~34세",90187,48108,42079
"2022","전라북도","35~39세",94712,48683,46029
"2022","전라북도","40~44세",119659,61091,58568
"2022","전라북도","45~49세",132136,67424,64712
"2022","전라북도","50~54세",150934,78015,72919
"2022","전라북도","55~59세",140738,72149,68589
"2022","전라북도","60~64세",150482,74799,75683
"2022","전라북도","15세미만",191118,98039,93079
"2022","전라북도","65세이상",401514,171889,229625
"2022","전라남도","합계",1771431,896174,875257
"2022","전라남도","15~19세",75057,39867,35190
"2022","전라남도","20~24세",85505,50732,34773
"2022","전라남도","25~29세",97569,56379,41190
"2022","전라남도","30~34세",86907,47867,39040
"2022","전라남도","35~39세",94443,50045,44398
"2022","전라남도","40~44세",117945,62443,55502
"2022","전라남도","45~49세",125181,66111,59070
"2022","전라남도","50~54세",149908,79664,70244
"2022","전라남도","55~59세",149390,78853,70537
"2022","전라남도","60~64세",157952,80276,77676
"2022","전라남도","15세미만",193798,99140,94658
"2022","전라남도","65세이상",437776,184797,252979
"2022","경상북도","합계",2620373,1327631,1292742
"2022","경상북도","15~19세",112771,60497,52274
"2022","경상북도","20~24세",143505,82469,61036
"2022","경상북도","25~29세",145515,84708,60807
"2022","경상북도","30~34세",138625,78014,60611
"2022","경상북도","35~39세",148728,79554,69174
"2022","경상북도","40~44세",181623,95248,86375
"2022","경상북도","45~49세",189253,97592,91661
"2022","경상북도","50~54세",222620,114933,107687
"2022","경상북도","55~59세",219213,112209,107004
"2022","경상북도","60~64세",240510,121039,119471
"2022","경상북도","15세미만",274689,141866,132823
"2022","경상북도","65세이상",603321,259502,343819
"2022","경상남도","합계",3280829,1664969,1615860
"2022","경상남도","15~19세",146999,77820,69179
"2022","경상남도","20~24세",163323,95048,68275
"2022","경상남도","25~29세",185570,106007,79563
"2022","경상남도","30~34세",183847,101988,81859
"2022","경상남도","35~39세",205804,109537,96267
"2022","경상남도","40~44세",261142,135915,125227
"2022","경상남도","45~49세",261180,134141,127039
"2022","경상남도","50~54세",298337,152182,146155
"2022","경상남도","55~59세",270732,137739,132993
"2022","경상남도","60~64세",286351,143352,142999
"2022","경상남도","15세미만",393584,202540,191044
"2022","경상남도","65세이상",623960,268700,355260
"2022","제주특별자치도","합계",676375,340665,335710
"2022","제주특별자치도","15~19세",31981,16727,15254
"2022","제주특별자치도","20~24세",35138,19422,15716
"2022","제주특별자치도","25~29세",43432,23515,19917
"2022","제주특별자치도","30~34세",40658,21414,19244
"2022","제주특별자치도","35~39세",44708,22655,22053
"2022","제주특별자치도","40~44세",56280,28378,27902
"2022","제주특별자치도","45~49세",55551,28692,26859
"2022","제주특별자치도","50~54세",61140,31480,29660
"2022","제주특별자치도","55~59세",53149,27488,25661
"2022","제주특별자치도","60~64세",49309,24679,24630
"2022","제주특별자치도","15세미만",92011,47388,44623
"2022","제주특별자치도","65세이상",113018,48827,64191
"2023","전국","합계",51774521,25903852,25870669
"2023","전국","15~19세",2298339,1186270,1112069
"2023","전국","20~24세",2915658,1529757,1385901
"2023","전국","25~29세",3579935,1907333,1672602
"2023","전국","30~34세",3557870,1905868,1652002
"2023","전국","35~39세",3333907,1745532,1588375
"2023","전국","40~44세",4083172,2097082,1986090
"2023","전국","45~49세",3894494,1981666,1912828
"2023","전국","50~54세",4482461,2262196,2220265
"2023","전국","55~59세",4153074,2073954,2079120
"2023","전국","60~64세",4247204,2098812,2148392
"2023","전국","15세미만",5619426,2883426,2736000
"2023","전국","65세이상",9608981,4231956,5377025
"2023","서울특별시","합계",9384512,4523958,4860554
"2023","서울특별시","15~19세",374406,188068,186338
"2023","서울특별시","20~24세",589635,266615,323020
"2023","서울특별시","25~29세",818359,387526,430833
"2023","서울특별시","30~34세",778852,390430,388422
"2023","서울특별시","35~39세",654497,328810,325687
"2023","서울특별시","40~44세",724780,362514,362266
"2023","서울특별시","45~49세",677141,335295,341846
"2023","서울특별시","50~54세",787621,388356,399265
"2023","서울특별시","55~59세",702345,340868,361477
"2023","서울특별시","60~64세",721895,344134,377761
"2023","서울특별시","15세미만",840357,431533,408824
"2023","서울특별시","65세이상",1714624,759809,954815
"2023","부산광역시","합계",3279604,1600281,1679323
"2023","부산광역시","15~19세",131007,67257,63750
"2023","부산광역시","20~24세",184866,95236,89630
"2023","부산광역시","25~29세",210961,109669,101292
"2023","부산광역시","30~34세",206459,108414,98045
"2023","부산광역시","35~39세",190244,98253,91991
"2023","부산광역시","40~44세",247355,125768,121587
"2023","부산광역시","45~49세",230346,116255,114091
"2023","부산광역시","50~54세",269435,132388,137047
"2023","부산광역시","55~59세",259256,124080,135176
"2023","부산광역시","60~64세",293765,137821,155944
"2023","부산광역시","15세미만",322209,165391,156818
"2023","부산광역시","65세이상",733701,319749,413952
"2023","대구광역시","합계",2379188,1170854,1208334
"2023","대구광역시","15~19세",107254,55598,51656
"2023","대구광역시","20~24세",138068,73411,64657
"2023","대구광역시","25~29세",153687,81427,72260
"2023","대구광역시","30~34세",148950,80481,68469
"2023","대구광역시","35~39세",137067,72398,64669
"2023","대구광역시","40~44세",177772,88276,89496
"2023","대구광역시","45~49세",178332,88123,90209
"2023","대구광역시","50~54세",212486,103592,108894
"2023","대구광역시","55~59세",203085,98867,104218
"2023","대구광역시","60~64세",205536,98957,106579
"2023","대구광역시","15세미만",254403,130465,123938
"2023","대구광역시","65세이상",462548,199259,263289
"2023","인천광역시","합계",3025950,1518154,1507796
"2023","인천광역시","15~19세",132676,68199,64477
"2023","인천광역시","20~24세",157298,82599,74699
"2023","인천광역시","25~29세",210265,110638,99627
"2023","인천광역시","30~34세",223469,118812,104657
"2023","인천광역시","35~39세",208503,109528,98975
"2023","인천광역시","40~44세",253034,131451,121583
"2023","인천광역시","45~49세",233181,119618,113563
"2023","인천광역시","50~54세",264244,132158,132086
"2023","인천광역시","55~59세",250604,122993,127611
"2023","인천광역시","60~64세",255466,126793,128673
"2023","인천광역시","15세미만",341938,175403,166535
"2023","인천광역시","65세이상",495272,219962,275310
"2023","광주광역시","합계",1457090,722226,734864
"2023","광주광역시","15~19세",75170,38683,36487
"2023","광주광역시","20~24세",99376,51267,48109
"2023","광주광역시","25~29세",106455,56182,50273
"2023","광주광역시","30~34세",93658,49213,44445
"2023","광주광역시","35~39세",87663,44786,42877
"2023","광주광역시","40~44세",116220,58221,57999
"2023","광주광역시","45~49세",115092,57504,57588
"2023","광주광역시","50~54세",128969,64168,64801
"2023","광주광역시","55~59세",115134,57206,57928
"2023","광주광역시","60~64세",108366,52825,55541
"2023","광주광역시","15세미만",173657,89180,84477
"2023","광주광역시","65세이상",237330,102991,134339
"2023","대전광역시","합계",1470336,735804,734532
"2023","대전광역시","15~19세",76680,40074,36606
"2023","대전광역시","20~24세",110397,57650,52747
"2023","대전광역시","25~29세",113406,61115,52291
"2023","대전광역시","30~34세",100474,53663,46811
"2023","대전광역시","35~39세",89369,46538,42831
"2023","대전광역시","40~44세",109939,55170,54769
"2023","대전광역시","45~49세",110096,54553,55543
"2023","대전광역시","50~54세",127073,63442,63631
"2023","대전광역시","55~59세",112814,55956,56858
"2023","대전광역시","60~64세",113102,55250,57852
"2023","대전광역시","15세미만",162571,83713,78858
"2023","대전광역시","65세이상",244415,108680,135735
"2023","울산광역시","합계",1107432,573506,533926
"2023","울산광역시","15~19세",50520,26929,23591
"2023","울산광역시","20~24세",52179,30751,21428
"2023","울산광역시","25~29세",70532,41019,29513
"2023","울산광역시","30~34세",72836,41254,31582
"2023","울산광역시","35~39세",71357,38644,32713
"2023","울산광역시","40~44세",92922,48464,44458
"2023","울산광역시","45~49세",86753,44518,42235
"2023","울산광역시","50~54세",102249,50738,51511
"2023","울산광역시","55~59세",102135,51857,50278
"2023","울산광역시","60~64세",97533,49697,47836
"2023","울산광역시","15세미만",135018,69631,65387
"2023","울산광역시","65세이상",173398,80004,93394
"2023","세종특별자치시","합계",386261,193999,192262
"2023","세종특별자치시","15~19세",22820,11478,11342
"2023","세종특별자치시","20~24세",21275,11305,9970
"2023","세종특별자치시","25~29세",21471,11242,10229
"2023","세종특별자치시","30~34세",27713,13852,13861
"2023","세종특별자치시","35~39세",32169,16077,16092
"2023","세종특별자치시","40~44세",41019,20078,20941
"2023","세종특별자치시","45~49세",34911,17654,17257
"2023","세종특별자치시","50~54세",30625,16181,14444
"2023","세종특별자치시","55~59세",22451,11568,10883
"2023","세종특별자치시","60~64세",20756,10371,10385
"2023","세종특별자치시","15세미만",70310,35805,34505
"2023","세종특별자치시","65세이상",40741,18388,22353
"2023","경기도","합계",13815367,6994451,6820916
"2023","경기도","15~19세",630892,322841,308051
"2023","경기도","20~24세",740139,391489,348650
"2023","경기도","25~29세",967222,525598,441624
"2023","경기도","30~34세",1014680,549522,465158
"2023","경기도","35~39세",979277,516066,463211
"2023","경기도","40~44세",1186574,614013,572561
"2023","경기도","45~49세",1107103,565830,541273
"2023","경기도","50~54세",1241361,626796,614565
"2023","경기도","55~59세",1106313,554232,552081
"2023","경기도","60~64세",1064833,533223,531610
"2023","경기도","15세미만",1654215,846658,807557
"2023","경기도","65세이상",2122758,948183,1174575
"2023","강원특별자치도","합계",1528014,770824,757190
"2023","강원특별자치도","15~19세",67019,35176,31843
"2023","강원특별자치도","20~24세",87432,49414,38018
"2023","강원특별자치도","25~29세",89090,50911,38179
"2023","강원특별자치도","30~34세",84252,46274,37978
"2023","강원특별자치도","35~39세",79752,42120,37632
"2023","강원특별자치도","40~44세",102435,52198,50237
"2023","강원특별자치도","45~49세",105658,53784,51874
"2023","강원특별자치도","50~54세",128042,66110,61932
"2023","강원특별자치도","55~59세",127742,64918,62824
"2023","강원특별자치도","60~64세",146195,72849,73346
"2023","강원특별자치도","15세미만",152473,78253,74220
"2023","강원특별자치도","65세이상",357924,158817,199107
"2023","충청북도","합계",1641481,842776,798705
"2023","충청북도","15~19세",74640,39046,35594
"2023","충청북도","20~24세",98679,55314,43365
"2023","충청북도","25~29세",110177,63804,46373
"2023","충청북도","30~34세",105710,60880,44830
"2023","충청북도","35~39세",99576,54092,45484
"2023","충청북도","40~44세",119451,62816,56635
"2023","충청북도","45~49세",117136,60537,56599
"2023","충청북도","50~54세",136563,70308,66255
"2023","충청북도","55~59세",134773,68591,66182
"2023","충청북도","60~64세",141408,71772,69636
"2023","충청북도","15세미만",176396,90424,85972
"2023","충청북도","65세이상",326972,145192,181780
"2023","충청남도","합계",2216332,1144200,1072132
"2023","충청남도","15~19세",106679,55438,51241
"2023","충청남도","20~24세",128133,69258,58875
"2023","충청남도","25~29세",135427,79040,56387
"2023","충청남도","30~34세",140362,80040,60322
"2023","충청남도","35~39세",142665,78208,64457
"2023","충청남도","40~44세",173614,93479,80135
"2023","충청남도","45~49세",163642,87267,76375
"2023","충청남도","50~54세",181830,96956,84874
"2023","충청남도","55~59세",169230,88253,80977
"2023","충청남도","60~64세",179892,91927,87965
"2023","충청남도","15세미만",248594,127873,120721
"2023","충청남도","65세이상",446264,196461,249803
"2023","전라북도","합계",1768491,884098,884393
"2023","전라북도","15~19세",84259,44490,39769
"2023","전라북도","20~24세",105732,58718,47014
"2023","전라북도","25~29세",105782,58649,47133
"2023","전라북도","30~34세",93676,50508,43168
"2023","전라북도","35~39세",90756,46899,43857
"2023","전라북도","40~44세",118867,60845,58022
"2023","전라북도","45~49세",126891,64831,62060
"2023","전라북도","50~54세",150209,77538,72671
"2023","전라북도","55~59세",143957,73731,70226
"2023","전라북도","60~64세",153073,76572,76501
"2023","전라북도","15세미만",181477,92944,88533
"2023","전라북도","65세이상",413812,178373,235439
"2023","전라남도","합계",1776668,903776,872892
"2023","전라남도","15~19세",74094,39152,34942
"2023","전라남도","20~24세",81356,48916,32440
"2023","전라남도","25~29세",99022,57790,41232
"2023","전라남도","30~34세",93156,52331,40825
"2023","전라남도","35~39세",91384,49021,42363
"2023","전라남도","40~44세",119301,63359,55942
"2023","전라남도","45~49세",121073,64189,56884
"2023","전라남도","50~54세",147946,78522,69424
"2023","전라남도","55~59세",151382,80226,71156
"2023","전라남도","60~64세",161429,82574,78855
"2023","전라남도","15세미만",185660,94962,90698
"2023","전라남도","65세이상",450865,192734,258131
"2023","경상북도","합계",2589880,1317564,1272316
"2023","경상북도","15~19세",111648,59851,51797
"2023","경상북도","20~24세",135551,79331,56220
"2023","경상북도","25~29세",143234,84205,59029
"2023","경상북도","30~34세",141597,80624,60973
"2023","경상북도","35~39세",141534,76794,64740
"2023","경상북도","40~44세",181830,95443,86387
"2023","경상북도","45~49세",180923,93765,87158
"2023","경상북도","50~54세",216470,111925,104545
"2023","경상북도","55~59세",220062,112463,107599
"2023","경상북도","60~64세",241631,121997,119634
"2023","경상북도","15세미만",259939,134180,125759
"2023","경상북도","65세이상",615461,266986,348475
"2023","경상남도","합계",3271148,1665898,1605250
"2023","경상남도","15~19세",146747,77328,69419
"2023","경상남도","20~24세",152673,90017,62656
"2023","경상남도","25~29세",182669,105449,77220
"2023","경상남도","30~34세",189346,106895,82451
"2023","경상남도","35~39세",195600,105571,90029
"2023","경상남도","40~44세",260891,136194,124697
"2023","경상남도","45~49세",252376,130158,122218
"2023","경상남도","50~54세",295532,151293,144239
"2023","경상남도","55~59세",277438,140071,137367
"2023","경상남도","60~64세",290752,146146,144606
"2023","경상남도","15세미만",372519,191937,180582
"2023","경상남도","65세이상",654605,284839,369766
"2023","제주특별자치도","합계",676767,341483,335284
"2023","제주특별자치도","15~19세",31828,16662,15166
"2023","제주특별자치도","20~24세",32869,18466,14403
"2023","제주특별자치도","25~29세",42176,23069,19107
"2023","제주특별자치도","30~34세",42680,22675,20005
"2023","제주특별자치도","35~39세",42494,21727,20767
"2023","제주특별자치도","40~44세",57168,28793,28375
"2023","제주특별자치도","45~49세",53840,27785,26055
"2023","제주특별자치도","50~54세",61806,31725,30081
"2023","제주특별자치도","55~59세",54353,28074,26279
"2023","제주특별자치도","60~64세",51572,25904,25668
"2023","제주특별자치도","15세미만",87690,45074,42616
"2023","제주특별자치도","65세이상",118291,51529,66762
